676,1,0.1182
990,1,0.1792
686,1,0.3241
515,1,0.398
760,1,0.4999
723,1,0.5364
50,1,0.5411
895,1,0.5475
989,1,0.5953
983,1,0.6319
504,1,0.6408
323,1,0.7821
175,1,0.8168
460,1,0.8637
425,1,0.9423
827,2,0.2361
408,2,0.2816
907,2,0.3395
592,2,0.3757
551,2,0.5514
650,2,0.5967
117,2,0.929
131,3,0.0247
181,3,0.045
784,3,0.0717
94,3,0.1465
430,3,0.234
912,3,0.2425
757,3,0.3022
822,3,0.3351
652,3,0.4239
682,3,0.4861
679,3,0.5151
961,3,0.5228
54,3,0.6774
690,3,0.9421
432,4,0.3175
194,4,0.5808
371,4,0.6778
268,4,0.815
677,4,0.8365
278,4,0.8605
151,4,0.8637
932,4,0.9077
669,5,0.1975
663,5,0.2919
22,5,0.3378
212,5,0.3381
977,5,0.4321
435,5,0.512
364,5,0.5311
125,5,0.767
974,5,0.9222
485,6,0.071
956,6,0.2538
959,6,0.3136
944,6,0.4085
743,6,0.4741
195,6,0.5212
860,6,0.9462
369,7,0.0972
290,7,0.1017
861,7,0.1414
428,7,0.2378
461,7,0.2455
191,7,0.2795
228,7,0.5438
76,7,0.5878
563,7,0.6462
751,7,0.6674
130,7,0.8528
699,8,0.0667
217,8,0.2061
118,8,0.2322
499,8,0.2447
608,8,0.2496
312,8,0.3009
27,8,0.3695
681,8,0.4201
514,8,0.4358
230,8,0.5909
741,8,0.6073
469,8,0.8744
955,8,0.915
112,9,0.0941
231,9,0.2143
908,9,0.238
468,9,0.2935
182,9,0.3401
876,9,0.391
163,9,0.4639
653,9,0.6399
142,9,0.6625
992,9,0.7019
509,9,0.8147
775,9,0.8878
59,10,0.048
480,10,0.1375
261,10,0.1407
286,10,0.1776
829,10,0.2595
964,10,0.4303
590,10,0.569
298,10,0.639
333,10,0.8528
887,10,0.9344
552,10,0.9546
225,10,0.9594
736,11,0.1782
103,11,0.2725
283,11,0.3227
878,11,0.4213
904,11,0.4644
320,11,0.7495
635,11,0.76
307,11,0.8852
241,12,0.05
506,12,0.1643
997,12,0.2231
41,12,0.2394
740,12,0.3198
341,12,0.3476
862,12,0.473
891,12,0.4867
581,12,0.7148
963,12,0.7977
934,12,0.9517
398,12,0.994
569,13,0.0808
546,13,0.0898
384,13,0.1826
449,13,0.2199
295,13,0.2347
706,13,0.2688
696,13,0.3238
55,13,0.441
197,13,0.5365
399,13,0.6218
13,13,0.676
81,13,0.8071
26,13,0.8433
715,13,0.851
573,13,0.9471
58,14,0.0143
395,14,0.1311
659,14,0.2426
808,14,0.3081
874,14,0.3571
411,14,0.4743
643,14,0.4893
623,14,0.8671
517,14,0.9915
776,14,0.9955
626,15,0.0679
410,15,0.1014
90,15,0.1184
62,15,0.1377
346,15,0.2661
503,15,0.4602
64,15,0.6575
348,15,0.7398
43,15,0.7643
948,15,0.848
373,15,0.851
250,16,0.0625
553,16,0.1016
355,16,0.1901
40,16,0.1994
199,16,0.2074
804,16,0.295
272,16,0.3363
524,16,0.4862
42,16,0.5652
18,16,0.6492
293,16,0.69
711,16,0.7297
752,17,0.0151
883,17,0.1203
282,17,0.1206
705,17,0.1468
898,17,0.6367
568,17,0.6653
925,17,0.7044
954,17,0.7194
150,18,0.0865
70,18,0.1129
184,18,0.2524
68,18,0.3532
933,18,0.5884
725,18,0.6444
123,18,0.7117
294,18,0.7763
210,19,0.0173
221,19,0.0709
38,19,0.1374
288,19,0.359
936,19,0.3743
45,19,0.3867
224,19,0.3913
239,19,0.4586
620,19,0.6381
110,19,0.6472
562,19,0.8031
23,20,0.0383
183,20,0.4946
825,20,0.5775
324,20,0.6202
844,20,0.6427
697,20,0.7362
729,20,0.9261
8,20,0.9424
331,21,0.0607
533,21,0.1476
82,21,0.1738
146,21,0.1914
516,21,0.2743
604,21,0.5234
439,21,0.8314
606,21,0.8493
311,21,0.8951
631,21,0.9686
14,22,0.0032
879,22,0.0579
276,22,0.1071
61,22,0.2203
155,22,0.2205
158,22,0.2376
412,22,0.2602
1,22,0.4213
427,22,0.5578
605,22,0.5894
237,22,0.7662
529,22,0.8433
337,22,0.8877
216,22,0.9048
403,23,0.03
419,23,0.0508
744,23,0.0553
211,23,0.1894
980,23,0.2252
901,23,0.5326
462,23,0.7559
215,23,0.865
394,23,0.9179
815,23,0.9193
75,23,0.952
114,24,0.0185
203,24,0.0321
724,24,0.1152
277,24,0.1548
308,24,0.2827
260,24,0.3134
666,24,0.3238
325,24,0.927
326,24,0.9349
831,25,0.0042
769,25,0.0159
801,25,0.0581
303,25,0.0774
262,25,0.0814
521,25,0.1181
188,25,0.3425
519,25,0.4536
472,25,0.5151
875,25,0.5658
95,25,0.5679
318,25,0.5764
556,25,0.6987
913,25,0.9095
185,25,0.9291
613,26,0.1691
695,26,0.311
522,26,0.3138
186,26,0.3723
818,26,0.4968
735,26,0.5447
922,26,0.5792
884,26,0.5799
921,26,0.5851
520,26,0.6329
413,26,0.6764
490,26,0.952
274,27,0.0693
788,27,0.1673
799,27,0.2367
109,27,0.4166
317,27,0.5007
579,27,0.5692
336,27,0.5717
670,27,0.6816
790,27,0.8281
342,27,0.9041
554,27,0.9714
549,28,0.0163
966,28,0.1809
871,28,0.3624
213,28,0.8373
406,29,0.0762
470,29,0.0807
436,29,0.124
550,29,0.1391
88,29,0.1723
128,29,0.2121
387,29,0.3053
248,29,0.4832
910,29,0.5961
73,29,0.6378
580,29,0.654
865,29,0.7314
287,29,0.8257
16,29,0.9053
882,30,0.0646
564,30,0.0777
660,30,0.1918
985,30,0.2035
358,30,0.2064
457,30,0.2702
671,30,0.3395
437,30,0.3613
56,30,0.4814
942,30,0.5056
227,30,0.7335
60,31,0.0998
708,31,0.1821
621,31,0.2499
429,31,0.2663
859,31,0.3195
615,31,0.3978
641,31,0.6566
915,32,0.1146
853,32,0.2499
820,32,0.2658
51,32,0.3017
300,32,0.3222
987,32,0.4533
594,32,0.5843
585,32,0.628
982,32,0.7226
366,33,0.1469
868,33,0.1997
234,33,0.3042
939,33,0.3253
668,33,0.3387
444,33,0.366
332,33,0.408
292,33,0.4365
867,33,0.4582
315,33,0.6481
47,33,0.7123
400,33,0.9042
442,34,0.0279
115,34,0.0735
138,34,0.1007
953,34,0.186
367,34,0.2296
314,34,0.2538
999,34,0.2638
893,34,0.2918
570,34,0.4985
481,34,0.5425
122,34,0.868
746,34,0.946
572,35,0.0177
92,35,0.1356
628,35,0.1728
351,35,0.2272
154,35,0.279
99,35,0.4128
838,35,0.6095
4,35,0.627
165,35,0.8675
196,35,0.8723
971,36,0.0439
12,36,0.1226
634,36,0.1901
835,36,0.2117
540,36,0.2227
202,36,0.3705
950,36,0.3754
602,36,0.4764
456,36,0.5182
137,36,0.5889
67,36,0.6002
919,37,0.0175
583,37,0.0384
536,37,0.2306
975,37,0.2586
245,37,0.3472
445,37,0.3594
368,37,0.6591
547,37,0.8808
208,37,0.9498
673,37,0.9551
168,38,0.037
598,38,0.1045
622,38,0.1148
639,38,0.1953
688,38,0.2273
614,38,0.3353
607,38,0.4187
926,38,0.4521
542,38,0.58
214,38,0.8402
973,38,0.8481
19,38,0.8648
745,38,0.9082
104,39,0.1771
555,39,0.2354
511,39,0.2658
720,39,0.2858
93,39,0.5574
471,39,0.777
152,39,0.9537
894,40,0.0358
763,40,0.123
289,40,0.1625
957,40,0.2368
253,40,0.423
377,40,0.6438
674,40,0.7468
335,40,0.76
96,40,0.7774
431,40,0.9879
707,41,0.062
732,41,0.2795
141,41,0.3147
10,41,0.3308
249,41,0.4166
864,41,0.5116
837,41,0.6845
642,41,0.7147
105,41,0.7212
495,41,0.7475
700,41,0.896
129,42,0.1334
89,42,0.1971
258,42,0.2249
39,42,0.3015
452,42,0.304
149,42,0.4686
140,42,0.5726
541,42,0.6614
84,42,0.8164
204,42,0.89
632,42,0.8999
567,43,0.0703
733,43,0.1714
843,43,0.2578
576,43,0.5499
420,43,0.5808
512,43,0.6481
911,43,0.8195
850,44,0.0251
753,44,0.1369
108,44,0.2811
133,44,0.3257
863,44,0.5925
557,44,0.7014
993,44,0.7051
176,44,0.7312
601,45,0.1578
330,45,0.4216
727,45,0.4317
809,45,0.4355
121,45,0.4469
264,45,0.5071
281,45,0.528
721,45,0.7656
127,45,0.7867
206,45,0.8074
170,45,0.8691
363,46,0.0675
513,46,0.0772
941,46,0.0828
220,46,0.4673
340,46,0.4847
275,46,0.4884
970,46,0.8228
235,46,0.8884
498,46,0.9103
764,46,0.9852
256,47,0.2953
899,47,0.3888
193,47,0.7263
772,47,0.7658
813,47,0.814
309,47,0.8613
737,47,0.9109
717,47,0.9651
994,48,0.0635
890,48,0.2137
464,48,0.3772
451,48,0.495
20,48,0.6376
83,48,0.6773
712,48,0.6884
685,48,0.7682
143,48,0.8751
393,48,0.9543
2,48,0.9605
189,48,0.9689
148,49,0.0602
627,49,0.0789
156,49,0.1632
77,49,0.1788
924,49,0.2379
523,49,0.2567
247,49,0.2612
905,49,0.3819
347,49,0.4864
458,49,0.6503
497,50,0.142
392,50,0.2757
845,50,0.4864
172,50,0.5233
995,50,0.6626
683,50,0.719
116,51,0.0192
100,51,0.0466
145,51,0.0713
313,51,0.1427
69,51,0.1475
906,51,0.1996
558,51,0.2176
396,51,0.3109
66,51,0.388
372,51,0.491
48,51,0.5222
754,51,0.5759
353,51,0.7756
178,51,0.8824
21,52,0.0099
80,52,0.0422
157,52,0.0649
779,52,0.0734
433,52,0.0942
612,52,0.1531
958,52,0.1984
486,52,0.2014
356,52,0.2119
586,52,0.405
252,52,0.513
595,52,0.9464
840,53,0.0538
532,53,0.1686
687,53,0.2055
113,53,0.5242
271,53,0.5872
739,53,0.5974
640,53,0.7214
937,53,0.891
302,53,0.9425
28,53,0.9767
525,54,0.2173
305,54,0.264
544,54,0.4515
949,54,0.5031
345,54,0.649
164,54,0.6999
171,54,0.8193
648,54,0.9061
421,54,0.9732
296,55,0.1322
916,55,0.2533
680,55,0.3318
782,55,0.6122
489,55,0.661
97,55,0.7015
255,55,0.7247
321,55,0.8709
147,55,0.9403
30,56,0.0357
101,56,0.0489
417,56,0.0881
713,56,0.1715
53,56,0.1965
388,56,0.2309
667,56,0.2891
357,56,0.4756
719,56,0.5815
179,56,0.6125
560,56,0.6449
800,56,0.6666
304,56,0.7185
765,56,0.7599
359,56,0.7972
527,56,0.8648
565,57,0.0932
703,57,0.2461
748,57,0.255
960,57,0.345
658,57,0.4108
873,57,0.5473
781,57,0.5707
17,57,0.6672
654,57,0.7501
475,57,0.784
931,57,0.84
798,57,0.8615
710,57,0.924
441,58,0.1458
848,58,0.2511
979,58,0.3103
984,58,0.3729
32,58,0.3902
233,58,0.4353
870,58,0.4538
783,58,0.4782
537,58,0.545
226,58,0.6269
306,58,0.6386
548,58,0.7295
218,58,0.9179
7,58,0.934
273,59,0.0945
869,59,0.4769
382,59,0.6019
881,59,0.6233
162,59,0.6299
380,59,0.9223
728,60,0.0558
120,60,0.0865
768,60,0.1339
777,60,0.256
240,60,0.3758
257,60,0.3847
201,60,0.4146
263,60,0.9425
619,60,0.9598
409,61,0.0685
756,61,0.0881
229,61,0.1181
49,61,0.1796
842,61,0.3663
316,61,0.389
976,61,0.7648
459,61,0.8317
872,61,0.8333
946,61,0.8742
807,62,0.0628
611,62,0.1519
802,62,0.1584
755,62,0.1596
929,62,0.2914
35,62,0.3993
691,62,0.4797
502,62,0.6125
814,62,0.7283
360,62,0.8007
812,62,0.8469
24,62,0.8854
584,62,0.9721
354,63,0.0324
198,63,0.1723
841,63,0.2231
6,63,0.2285
397,63,0.2388
816,63,0.2643
832,63,0.302
422,63,0.6435
518,63,0.7036
714,63,0.7056
370,63,0.7687
361,64,0.0037
446,64,0.0148
192,64,0.025
334,64,0.0332
177,64,0.1246
886,64,0.3902
494,64,0.4008
731,64,0.602
153,64,0.6287
465,64,0.8063
742,64,0.8634
31,64,0.882
407,64,0.954
836,65,0.0085
806,65,0.0937
734,65,0.3906
187,65,0.4298
951,65,0.5094
107,65,0.5234
111,65,0.7226
855,65,0.8747
124,66,0.05
174,66,0.2506
698,66,0.4276
440,66,0.4779
852,66,0.632
424,66,0.7936
453,66,0.8222
678,66,0.9352
474,67,0.0118
826,67,0.2625
693,67,0.3022
803,67,0.4518
448,67,0.8047
738,68,0.0711
478,68,0.0721
780,68,0.2071
716,68,0.223
477,68,0.3556
466,68,0.5143
414,68,0.5225
72,68,0.538
758,68,0.7636
29,68,0.8484
443,68,0.9098
209,69,0.0527
222,69,0.1258
718,69,0.1266
447,69,0.1338
796,69,0.1422
795,69,0.1964
280,69,0.2097
593,69,0.255
242,69,0.2873
319,69,0.3522
561,69,0.5078
689,69,0.7065
766,69,0.9465
161,69,0.9718
596,70,0.1016
46,70,0.3797
299,70,0.4963
534,70,0.5593
828,70,0.7421
135,70,0.7833
52,70,0.9358
701,71,0.1357
730,71,0.1585
928,71,0.2081
726,71,0.375
574,71,0.6722
545,71,0.7397
817,71,0.7793
390,71,0.8017
702,71,0.8097
86,71,0.8305
63,72,0.0119
344,72,0.0288
892,72,0.1054
338,72,0.1259
531,72,0.1515
36,72,0.1888
386,72,0.1924
219,72,0.3422
492,72,0.3443
207,72,0.3645
771,72,0.4663
365,72,0.5602
139,72,0.5975
493,72,0.7101
762,73,0.0449
609,73,0.0465
510,73,0.4124
538,73,0.4214
778,73,0.4988
173,73,0.6435
349,73,0.7994
483,74,0.0751
91,74,0.1491
972,74,0.1987
902,74,0.2909
749,74,0.5231
588,74,0.5555
969,74,0.6661
767,74,0.7492
232,74,0.7872
791,74,0.8248
651,74,0.8419
37,74,0.9573
535,75,0.0127
376,75,0.093
78,75,0.1047
833,75,0.2316
160,75,0.2473
986,75,0.2935
279,75,0.4505
79,75,0.6492
479,75,0.6566
487,75,0.7532
617,75,0.7598
847,75,0.79
792,75,0.9612
402,76,0.1494
297,76,0.1768
126,76,0.2911
991,76,0.3333
625,76,0.8213
761,76,0.857
819,76,0.9065
74,76,0.9109
328,76,0.9162
244,77,0.1023
692,77,0.1684
903,77,0.1697
821,77,0.2053
132,77,0.2487
450,77,0.2549
484,77,0.4168
940,77,0.7476
455,77,0.7531
251,77,0.8948
629,78,0.054
624,78,0.1024
269,78,0.1069
528,78,0.1094
610,78,0.2607
339,78,0.2688
9,78,0.2843
87,78,0.4504
962,78,0.6171
159,78,0.6718
3,78,0.7714
655,78,0.8438
846,78,0.9387
938,79,0.1194
918,79,0.1238
664,79,0.2656
136,79,0.7273
888,79,0.8287
646,79,0.8783
866,80,0.0724
896,80,0.0922
638,80,0.0927
98,80,0.0966
897,80,0.1459
750,80,0.2731
998,80,0.3203
830,80,0.5603
618,80,0.5778
327,80,0.6349
33,80,0.6371
57,80,0.6756
797,80,0.7334
656,80,0.8048
636,80,0.8708
900,81,0.0401
577,81,0.0511
415,81,0.1046
857,81,0.1326
496,81,0.1606
507,81,0.2407
11,81,0.3365
508,81,0.7889
378,81,0.9948
854,82,0.0293
630,82,0.1862
633,82,0.2197
889,82,0.3368
119,82,0.7952
526,82,0.8544
858,82,0.8733
839,83,0.0714
789,83,0.0821
591,83,0.0868
582,83,0.4092
661,83,0.502
383,83,0.6493
5,83,0.6909
144,83,0.7822
978,84,0.0934
759,84,0.1993
243,84,0.2605
310,84,0.2691
473,84,0.4085
291,84,0.6724
856,84,0.7012
945,84,0.8088
952,85,0.0129
787,85,0.0918
709,85,0.255
880,85,0.6253
488,85,0.8536
575,86,0.1168
849,86,0.1616
793,86,0.1789
266,86,0.2052
649,86,0.5691
343,86,0.6729
270,86,0.7282
965,86,0.9301
405,86,0.9517
920,86,0.9645
645,87,0.0024
914,87,0.3077
25,87,0.3678
747,87,0.3685
254,87,0.4006
773,87,0.4921
824,87,0.6056
644,87,0.8243
434,88,0.0258
657,88,0.1248
927,88,0.2566
885,88,0.2673
805,88,0.2851
947,88,0.3962
418,88,0.5214
834,88,0.5238
259,88,0.7943
647,88,0.8057
374,88,0.8615
665,88,0.9055
672,89,0.0916
167,89,0.1238
722,89,0.2517
265,89,0.4252
543,89,0.4657
1000,89,0.4775
381,89,0.4961
71,89,0.9074
454,90,0.0401
301,90,0.1471
102,90,0.2286
180,90,0.2837
988,90,0.4702
500,90,0.5011
851,90,0.6655
401,90,0.6917
637,90,0.7904
794,90,0.85
943,90,0.966
350,91,0.0016
329,91,0.0435
589,91,0.2672
603,91,0.3013
501,91,0.3079
34,91,0.7991
909,92,0.5768
530,92,0.8342
935,92,0.9553
246,92,0.9699
200,93,0.0055
662,93,0.0972
675,93,0.1196
65,93,0.2228
166,93,0.2258
190,93,0.2713
930,93,0.5025
704,93,0.6885
267,93,0.883
15,93,0.9472
352,93,0.9475
284,93,0.9476
694,94,0.008
599,94,0.0168
404,94,0.1996
423,94,0.215
389,94,0.2221
600,94,0.3039
996,94,0.5184
438,94,0.7404
571,94,0.804
416,94,0.8255
238,94,0.9179
774,95,0.2387
981,95,0.3579
967,95,0.472
362,96,0.2228
463,96,0.2296
379,96,0.4951
106,96,0.5683
597,96,0.6297
578,96,0.7469
811,96,0.7668
505,96,0.9993
770,97,0.1459
923,97,0.5546
785,97,0.5629
44,97,0.5672
385,97,0.7562
559,97,0.8122
236,97,0.9497
810,98,0.0662
375,98,0.0798
169,98,0.2546
566,98,0.3419
391,98,0.383
539,98,0.4011
786,98,0.4142
322,98,0.6061
467,98,0.6089
482,98,0.6291
285,98,0.7833
684,98,0.8871
587,98,0.9431
917,99,0.1428
223,99,0.3776
476,99,0.6199
823,99,0.6219
205,99,0.7729
85,100,0.1001
426,100,0.1575
491,100,0.2991
968,100,0.5328
877,100,0.5595
616,100,0.6481
134,100,0.8506
