47269,1810,0.4948
50338,2654,0.039
84485,784,0.726
32282,993,0.8221
24851,281,0.2464
58758,2579,0.3324
91654,2798,0.1589
30700,3112,0.37
48736,1924,0.8194
64792,2002,0.102
79352,1976,0.8722
83207,2852,0.3397
52506,905,0.4373
61956,320,0.0962
26385,3116,0.7318
33962,2824,0.5622
38986,322,0.7818
81058,2675,0.0039
12095,26,0.1245
68757,221,0.8684
40620,1334,0.6467
35532,916,0.792
28132,2894,0.5203
66400,1350,0.1188
81740,3195,0.0025
7553,1585,0.8335
51370,2541,0.2079
22347,3010,0.1557
9022,1469,0.4695
91380,1060,0.3407
87813,2211,0.6124
55739,242,0.163
2262,1799,0.2011
35829,2979,0.5897
15025,2303,0.6383
6615,1732,0.6492
87704,1528,0.3468
83977,2032,0.0657
74518,2362,0.6349
14822,594,0.0736
4877,807,0.8608
65325,2701,0.7836
9276,408,0.3887
32802,1348,0.0956
92667,3096,0.5074
77143,1298,0.3583
77470,149,0.525
63862,1706,0.1911
17079,2364,0.3827
74288,941,0.2088
67326,2574,0.3193
65310,2086,0.6549
83385,633,0.1217
69428,1315,0.5544
16364,2496,0.748
93465,1618,0.2075
31816,717,0.3039
10168,757,0.1604
89996,713,0.5659
27830,1320,0.1584
84465,2877,0.691
70937,2662,0.6009
49103,1010,0.899
1957,783,0.49
18225,2178,0.069
58263,954,0.2059
38612,856,0.1412
77712,1635,0.1165
62755,3069,0.4767
49569,2638,0.4847
63085,2148,0.1967
8114,1819,0.6818
88218,2218,0.0777
40249,2032,0.8921
49399,3275,0.5356
23900,1886,0.5307
20178,1308,0.4435
45720,1834,0.8994
37791,972,0.5322
40582,1562,0.091
51204,2460,0.4565
15400,885,0.0278
78847,2357,0.5524
16903,3235,0.4528
32913,1641,0.3061
93281,1186,0.0151
30162,1708,0.5161
76332,3274,0.1213
54032,558,0.3822
42932,2107,0.1146
37422,284,0.0155
89627,111,0.416
26270,698,0.0247
59104,310,0.3574
40158,1986,0.9736
96612,1922,0.4897
83374,2891,0.3012
39307,1118,0.1178
4277,2266,0.54
43360,527,0.0993
8606,309,0.6819
93709,349,0.0241
86422,912,0.4393
67141,89,0.445
16213,1653,0.5297
36101,2669,0.514
91651,1055,0.1979
87784,2989,0.2057
97443,704,0.148
80268,1744,0.0107
76412,299,0.311
37223,154,0.9219
50346,3153,0.1955
82370,2876,0.6805
57491,638,0.3952
58971,786,0.6797
52264,3082,0.5118
72814,481,0.8751
61558,2194,0.5151
39005,2566,0.4826
87618,2501,0.8395
53201,280,0.8782
81330,1139,0.0905
36783,1381,0.0319
59439,632,0.9159
90144,1677,0.4443
27659,1457,0.3835
87513,2454,0.641
51796,2596,0.1857
41273,93,0.6405
66359,1450,0.9484
11974,2041,0.8344
32545,896,0.2637
37388,1361,0.204
25987,2751,0.3196
27425,1336,0.0812
99273,2399,0.9141
49793,2220,0.3742
50108,1316,0.4521
16119,1949,0.7673
95426,2346,0.1613
46807,132,0.6221
49003,616,0.6751
43169,738,0.8113
37794,2729,0.4305
9993,2974,0.5778
64602,2716,0.0571
75599,2986,0.3914
41976,1941,0.4123
25740,1751,0.7498
30264,576,0.5212
88120,1027,0.552
27600,1879,0.1922
10261,2724,0.9951
48481,969,0.1334
80977,1330,0.1954
33509,226,0.7241
8223,1643,0.6104
13100,1521,0.591
93620,1654,0.8908
74544,1611,0.3722
27886,2181,0.4511
29232,593,0.1184
64874,3132,0.92
18893,1056,0.2681
8796,62,0.6297
79915,576,0.7094
40744,1861,0.6703
21779,2366,0.5666
87866,393,0.8359
25405,1916,0.4598
2214,2273,0.9469
43343,2987,0.5565
1359,241,0.3013
58083,1721,0.1819
44073,580,0.9721
68042,859,0.1831
70616,5,0.4923
6190,1765,0.8331
57683,1231,0.7293
64383,195,0.3195
90127,803,0.0637
93091,21,0.3956
87487,412,0.952
22935,1422,0.0424
95943,194,0.0943
17532,634,0.125
94128,1095,0.01
3501,2157,0.8943
31351,3015,0.2425
5969,2865,0.1432
61022,2486,0.9945
85867,757,0.8722
25013,1244,0.8649
79719,1179,0.7172
19927,1442,0.5931
73,3255,0.9966
52104,2051,0.3742
28402,1984,0.2889
75310,1621,0.3772
3775,31,0.6319
40252,2606,0.3471
59041,1114,0.7446
71105,2430,0.6673
68859,1246,0.427
60866,522,0.2544
769,365,0.6451
79640,1550,0.2553
85037,484,0.0075
91838,1457,0.2819
74225,2670,0.2087
75880,10,0.0255
39996,2079,0.9071
17490,2781,0.4327
19955,2882,0.1908
5388,2671,0.9433
48574,1493,0.1832
3878,734,0.2731
47758,1169,0.1315
44677,3009,0.3884
97239,1646,0.2332
81625,412,0.813
93315,1945,0.2258
41350,2189,0.3458
14396,692,0.8883
93369,1257,0.8354
36095,390,0.2201
51013,832,0.7287
51610,204,0.4948
24073,593,0.0427
62440,1825,0.6535
98128,706,0.2819
