65,9,0.4655
96,4,0.4323
71,4,0.7106
89,9,0.2943
14,1,0.7047
53,2,0.0637
93,4,0.8071
5,7,0.4654
87,6,0.8369
13,3,0.7807
18,9,0.4656
22,8,0.1491
34,10,0.5149
16,4,0.1752
31,9,0.9013
90,1,0.4234
10,10,0.1815
41,3,0.5291
35,10,0.5893
44,5,0.509
26,3,0.9383
66,8,0.2324
37,8,0.3292
45,6,0.9566
8,9,0.9509
15,4,0.462
99,1,0.7382
67,2,0.3282
20,1,0.2029
51,5,0.6961
48,2,0.5174
46,1,0.9276
68,9,0.8908
50,5,0.2763
21,2,0.4879
91,8,0.5764
64,8,0.931
98,7,0.4003
24,8,0.846
62,3,0.0576
27,7,0.0692
4,8,0.7793
74,7,0.5722
88,7,0.2649
92,5,0.3772
61,6,0.7912
73,2,0.7816
38,7,0.1232
17,1,0.2862
85,2,0.51
33,1,0.846
49,1,0.2396
36,8,0.1798
56,4,0.5074
47,8,0.84
83,8,0.0254
55,7,0.5883
11,2,0.0428
57,1,0.0353
25,2,0.1016
9,6,0.429
77,6,0.0661
7,4,0.8896
59,5,0.1988
2,5,0.2966
76,10,0.6738
81,5,0.8065
43,10,0.6583
30,2,0.6938
58,10,0.8253
94,6,0.9437
69,4,0.0861
70,9,0.9692
95,6,0.2767
6,6,0.7926
80,3,0.8443
86,6,0.2614
40,7,0.0107
100,3,0.9109
72,1,0.5887
12,4,0.0863
39,6,0.266
3,1,0.1094
78,4,0.2375
29,2,0.2701
79,9,0.2324
82,10,0.387
52,2,0.1585
19,4,0.6319
42,8,0.4534
60,10,0.9357
54,10,0.4681
75,6,0.2895
63,1,0.34
97,5,0.2356
84,7,0.4197
32,4,0.3313
28,7,0.563
23,8,0.6454
1,8,0.799
